"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"P52799.1",832.2466,2923.378,26960.88,152444.4,5198.718,1995.395,0,28645.82,0,43131.38,0,0
"P52799.2",51421.11,189002.3,2392.478,0,5506.511,4214.208,0,2736.704,5364.243,0,0,0
"P52799.3",3694.232,34451.65,6486.263,61192.33,0,1864.36,0,614.5573,0,2475.215,0,0
"P18433",1184.975,11573.44,0,3541.915,0,0,13565.91,22826.69,71.78297,14162.82,0,0
"Q8TE68",33437.73,20338.41,678786.6,405347.8,675867.7,513625,48880.15,40064.79,195755.8,153804.3,0,0
"Q92630",86563.72,88736.91,597554,399089.6,1339393,974046.3,467844.8,327912.7,754744.1,699713.8,0,0
"P07947.2",5462.375,6725.8,68642.75,52121.05,10293.1,37358.36,27707.5,18683.61,55374.78,46879.9,0,0
"P40763",466716.7,381130.6,4162987,2448258,1504673,1611934,2042909,1544414,5488494,6169213,0,0
"P07900",1849.695,1164.281,123807.6,66326.77,22243.18,21799.21,43794.5,28663.05,51878.37,41231.73,0,0
"P08559",14673.15,8000.311,240226.3,43364.97,210708.1,63894.16,62522.41,11487.22,134437.9,76994.74,0,0
"P08559.1",5202.196,2179.558,192005.1,206358.6,196613.4,233564.2,42373.84,113437.9,147729.5,97678.13,0,0
"O95171",995.4451,466.6145,48474.03,6171.871,138903.5,101913.1,19246.8,11705.2,46529.2,23637.62,0,0
"P29317.5",591.026,140.2467,22764.23,44470.96,7434.238,16355.54,1360.567,5643.931,18783.6,13758.2,0,0
"Q05397",12019.31,6912.019,624070.9,98136.21,58818.37,10651.48,132165.8,22568.47,200033.3,156885.3,0,0
"Q05397.1",3914.655,1093.311,351528,362281.3,40168.21,69695.28,62738.86,94796.53,226825.8,183771.2,0,0
"Q9UQB8.3",3217.804,3081.914,97788.53,203137.4,0,774.4046,0,0,743.8791,4852.722,0,0
"P55196",16162.18,6173.405,332627.1,178334.6,2794.229,18815.37,5128.949,5736.327,9286.724,14349.6,0,0
"Q5XXA6.1",1176.499,1074.993,3478.306,916.4553,175739.1,119939,19082.07,11936.69,171787,134537.7,0,0
"Q02487",10312.36,9137.37,31005.39,44157.08,73.96265,3377.045,55855.29,87826.44,143543.3,272081.2,0,0
"A6ND36",14402.72,25405.01,13606.54,19483.49,40628.64,8944.46,28327.07,22892.9,26262.48,26273.09,0,0
"O00264",3164726,2967263,7113348,7304322,3908207,3581106,2407844,2246872,2605244,2449682,0,0
"O00264.1",820182.4,1208709,2339664,2189536,4028398,3218131,2109603,2106689,1849341,1636202,0,0
"O00264.2",63881.88,129058.6,46833.14,56347.33,32403,42353.39,73785.95,72201.68,29326.33,23298.98,0,0
"O00418",8715.941,20086.65,50871.94,43364.34,0,1889.09,15726.82,6164.427,15653.04,17820.13,0,0
"O00444",30869.39,20885.19,4899.914,3105.357,6770.684,193.1036,887.2614,355.0212,1454.81,393.8316,0,0
"O00461",2587718,2468096,2212208,1889290,1035824,1001674,1022026,973424.8,1614284,2239917,0,0
"O00499",70421.14,121222.5,128131.2,150176.9,323122,303889.8,143490.6,135235,220638.7,204409.1,0,0
"O00515",17422.65,29509.07,36390.09,17118.19,68682.28,55200.68,97113.4,119685,31361.04,23444.79,0,0
"O00515.1",105585.8,248705.1,424116.9,258592.6,547792.2,463353.1,718089,580634.8,336874,266213.4,0,0
"O00515.2",340098.5,347647.7,837562.2,613406,1622891,1421574,264191,258098.9,1318079,1086416,0,0
"O00515.3",42321,27254.99,83772.01,60749.71,48874.49,45887.67,661014.9,558186.3,53938.01,56253.75,0,0
"O00515.4",0,0,0,680.0842,0,0,11439,3404.398,2772.968,3097.448,0,0
"O00515.5",4391.009,1501.732,5398.739,18382.64,6505.948,15405.94,69226.55,80818.66,7589.45,5809.894,0,0
"O00515.6",28866.71,58414.36,64538.29,61338.86,29650.77,36430.15,603048.1,710426.7,71396.07,38882.57,0,0
"O00515.7",2235.765,15354.09,26333.23,17300.61,17086.22,18912.19,847195.6,891955.7,39627.17,32106.27,0,0
"O00567",66438.81,53443.9,85065.14,143165.7,91015.61,76145.54,91124.28,110180.6,63431.46,84256.21,0,0
"O14639",130.3531,10.45989,0,0,11619.18,13615.05,42114.04,47312.8,15689.61,8161.884,0,0
"O14686",485.4976,2619.549,2397.65,1749.403,0,1660.155,14166.61,14830.58,2359.873,1293.134,0,0
"O14737",4455.254,1598.436,2950.548,27386.79,25018.27,1099.1,394.4883,686.4115,24311.98,21441.63,0,0
"O14737.1",0,0,0,3723.151,0,0,670.3851,0,0,0,0,0
"O14745",3689.603,691.8628,1156.648,10320.83,104.0745,10869.34,51821.43,50732.62,882.7836,12236.77,0,0
"O14974",3397.87,8437.394,4746.09,7901.899,16447.29,18348.61,82850.39,92160.48,12270.1,16249.04,0,0
"O14976",210466,205762.4,108646.9,139731.6,296899.4,286418.5,27216.3,34899.19,163252.3,179271.5,0,0
"O15027",116327.7,125650.1,113997.7,77902.23,348000.4,432372.4,66267.51,68782.06,196282,169380.1,0,0
"O15127",7617.293,26633.31,8769.84,8931.846,25493.29,2020.249,31798.45,34853.07,33897.06,12387.23,0,0
"O15173",16928.68,34266.96,267333.6,185720.9,95688.08,50293.77,196115.3,176439,158191,108380.8,0,0
"O15173.1",1363238,1603560,4118542,3349858,1396933,1352527,2737761,2475812,2455666,2260971,0,0
"O15231",144856.6,322704.2,1039286,1031207,227784.2,63051.59,379589.4,361493.2,317047.4,312382.1,0,0
"O15231.1",17015.82,26725.57,308774.3,198668.5,19813.83,19776.45,78269.74,79457.68,50221.02,45339.88,0,0
"O15231.2",383734.5,302933.6,381084,554051.1,480683.5,521605.2,181126.4,208378.2,371184.9,422310.5,0,0
"O15231.3",227858.1,212901.9,968474.7,1144297,313792.8,303795.2,519307.3,425825.6,332168.7,326983.8,0,0
"O15234",21578.22,61380.97,18231.6,156912.9,21281.91,15200.14,11919.43,10830.52,9216.778,6808.742,0,0
"O15234.1",368497.5,276001.7,366657.2,311387.5,636519.6,436274.4,204480.8,188394.6,476640.1,408732.9,0,0
"O43150",5074.007,18083.67,5610.199,4528.833,29782.74,33997.58,48144.33,63266.69,12283.84,8170.847,0,0
"O43150.1",11245.76,12238.76,45043.78,56302.82,38628.29,40834.23,15011.5,9634.39,163991.5,118755.1,0,0
"O43237",26743.56,15951.32,23209.59,1184.194,8772.537,17504.77,39204.3,35480.42,10004.36,13670.17,0,0
"O43290",89836.9,162579.8,363776.9,292884.6,201216.8,194681.5,217422,218875.7,475618.8,387855,0,0
"O43379",1027.174,2228.493,1574.488,2997.594,3912.147,1543.582,26377.67,27407.64,807.9669,1774.251,0,0
"O43490.6",1186.903,9788.087,106401.7,117413.4,0,0,1915.7,795.992,0,0,0,0
"O43490.7",982.2506,0,24156.67,14758.89,0,27.09941,0,1774.32,0,0,0,0
"O43491",622822.1,591214.3,532909.9,463017.4,336112.7,349862.7,439473.7,379916.5,145973.5,198995.5,0,0
"O43583",620198.5,779864.7,1234703,1032800,622175.8,475929,421917.4,402332.8,1418792,1445166,0,0
"O43719",7915.319,12607.27,76573.56,78018.15,94950.92,60926.74,239918,219085.9,103640.6,42252.06,0,0
"O43719.1",55097.57,52336,260704.2,239025.4,188295.5,174162,259679.2,197416.8,201079.9,215522.5,0,0
"O43719.2",23745.22,24975.4,62046.19,47872.6,146656.9,121001.6,89607.21,63757.45,101009,61616.13,0,0
"O43719.3",195242.6,180987.6,881191.3,991237.1,885290.2,758850.3,768164.5,865165.8,814870.4,870472.5,0,0
"O43719.4",220001.3,230668.1,631319.3,699737.7,732294.9,773535.5,618689.7,801286.1,846305,751429.3,0,0
"O43765",7012.397,27135.3,48689.28,34942.86,34182.61,17237.79,16292.05,12269.01,29571.28,21142.67,0,0
"O43823",40279.12,17190.99,19012.76,12324.74,42787.93,11793.08,75721.34,64330.86,34374.4,26430.25,0,0
"O43823.1",11693.43,60318.65,23143.37,25414.53,30479.76,32560.9,45084.23,46419.96,46568.57,38877.97,0,0
"O60244",168604,161278.5,55394.48,68006.85,414360.6,373444.2,60127.1,74960.92,294829.1,545284.6,0,0
"O60264",34849.31,30250.16,12269.04,7407.614,5739.909,5888.244,97351.84,106224.1,21016.02,26385.6,0,0
"O60315",401503.8,377064.8,253425.2,286233.1,1309869,740117.9,223813.9,62867.23,706338,761568.5,0,0
"O60449",0,0,1062.556,2652.984,0,0,16413.63,18187.66,0,999.1891,0,0
"O60763",365574.5,203252.6,655689.2,745051.1,298843.8,332465.7,196054.2,164541.7,421589.5,609888.4,0,0
"O60763.1",118040.8,150988.9,71145.07,126241.9,53642.13,77544.77,89848.62,80998.25,124750.2,118027.5,0,0
"O60832",42503.37,56451.49,67712.5,65292.69,55484.98,68614.32,20308.07,10053.57,50234.18,35175.29,0,0
"O60832.1",1329.957,0,638.8205,79.12388,0,6339.88,669.9174,114.1438,0,0,0,0
"O60841",29853.21,16874.28,26714.17,13142.52,20302.67,26147.84,33462.71,21237.08,77719.07,54950.27,0,0
"O60841.1",110435.5,106577.2,113628.2,123078.8,146407.4,47848.84,31853.88,17225.58,361038.3,343824.9,0,0
"O60841.2",140248.9,152705.9,163928.1,124980.4,132233.7,183167.4,57596.19,33343.64,139188.3,159016.6,0,0
"O60841.3",449972,465560,1155993,774356,591050.1,765493.5,698028.6,702596.5,1858947,1580108,0,0
"O60841.4",119567,135940.2,204732.4,188332,230386.2,189517.7,106028.1,98320.67,211569.3,173418.5,0,0
"O60841.5",161633.5,268751.5,172530.5,140412.3,149201.5,249039,75047.1,92490.15,348291.3,256588.4,0,0
"O60841.6",28952.83,46173.73,51586.03,45816.23,38835.04,17413.43,184771.5,186865.6,19476.73,37050.47,0,0
"O60930",26516.32,31479.52,19485.06,14853.21,35203.49,42230.15,12922.31,12428.31,50163.05,28136.3,0,0
"O75152",450340,322981.7,776305.6,812828.5,518853.1,493072.8,148733.7,149506,409438.7,408908.1,0,0
"O75351",275285.8,161800.6,248342.1,308784.2,305312.9,69073.54,69801.58,23141.18,382371.3,396135,0,0
"O75363",2919.535,20837.42,39059.11,3296.669,128079.5,106350.6,148053.3,115030.4,77102.2,125811.3,0,0
"O75475",76391.53,102146.8,71218.72,57245.87,174422.7,137220.6,77589.79,55917.77,102211.6,81982.15,0,0
"O75694",1515.01,1211.75,760.5958,100.3048,247.2979,0,22465.5,18146.99,360.1357,350.7981,0,0
"O75821",215164.7,326883.5,110404.6,144098.7,843694.2,711747.7,948358.8,1156247,673880.7,603033.2,0,0
"O75907",5906.322,6253.643,11732.67,2555.852,0,0,1660.023,4614.313,9167.286,1805.917,0,0
"O75976",527677.5,383709.4,324376.2,286550.7,408420.9,606408.6,129490,147366,354374.3,458865.9,0,0
"O94811",1700.608,2664.766,4046.837,4886.092,671.5493,1289.568,105167.4,135217,4492.348,6778.666,0,0
"O94826",104657.5,133682.2,496810.2,596605.5,27541.53,31278.4,616161.1,671778.9,327577.1,318817.5,0,0
"O95049",62718.39,98886.08,28969.01,25452.25,12626.22,12456.26,42113.68,61067.81,60710.94,85665.47,0,0
"O95049.1",2372.879,0,20126.26,19289.06,9397.99,704.1951,50474.24,65261.26,8834.895,8654.539,0,0
"O95104",43430.35,57841.02,15605.96,19479.39,18407.37,14993.75,174839.1,158228.7,40564.28,76638.59,0,0
"O95171.1",0,0,0,0,0,0,21379.87,14513.1,0,0,0,0
"O95171.2",2280.355,7240.222,27895.88,37800.39,25170.17,30251.81,36716.71,37671.47,19277.87,16351.48,0,0
"O95171.3",9465.78,2072.296,11244.54,9251.313,8919.82,8692.88,33680.88,26926.42,29776.57,16475.72,0,0
"O95171.4",818.5565,2391.357,2202.82,3471.715,11523.37,12318.09,2176.694,1107.407,20115.24,7487.261,0,0
"O95292",0,0,1421.699,0,0,0,12606.86,13022.48,1264.392,2467.949,0,0
"O95292.1",0,974.5988,0,0,1183.018,0,19804.86,15054.84,0,4411.45,0,0
"O95359",13590.69,24093.6,66019.44,54448.88,84044.33,78113.27,56543.67,70020.77,68733.46,64006.03,0,0
"O95359.1",1517.307,924.7241,5551.884,0,644.4601,1549.646,33666.15,39058.71,1483.98,0,0,0
"O95365",120596.3,114911.6,205381.1,152281.5,157268.6,137219.2,82362.58,70250.21,199692.7,158536.3,0,0
"O95400",95006.23,102493.3,231728.7,205886.2,378039.9,25300.41,43529.21,5248.308,535660.4,421789.5,0,0
"O95425",0,947.4776,2618.282,2312.128,0,0,28628.41,22818.92,1217.826,0,0,0
"O95425.1",0,2654.011,1537.418,0,0,3068.427,77315.73,63732.91,4541.173,5862.799,0,0
"O95628",7196.559,23838.19,3870.313,3895.58,14205.19,18665.55,25209.7,34227.52,20244.45,9443.521,0,0
"O95674",164271.2,132101.1,83036.17,80816.29,47648.32,17522.42,78352.13,55367.85,71885.41,55177.5,0,0
"O95785",0,1163.932,0,1225.868,0,0,18467.91,17089.64,0,1176.249,0,0
"P00441",1709.64,0,742.4111,2336.698,0,1627.662,37009.89,46074.75,5035.137,3399.901,0,0
"P00797",15300.1,25528.19,45757.54,29746.87,46903.8,37588.28,26703.31,25715.88,64451.54,36634.18,0,0
"P02545",0,2059.856,44378.29,27088.83,20487.75,14712.26,45755.64,46789.06,9340.92,26082.68,0,0
"P02545.1",0.08296538,993.0895,17605.2,24999.95,3527.099,9884.709,115644.9,90547.28,11362.12,3933.341,0,0
"P02545.2",11820.43,28563.06,137896.3,149946.6,82500.25,63746.3,70151.91,59598.14,123442.4,115132.6,0,0
"P02794",42490.73,44598.19,126875.9,138752.5,20700.25,17188.49,27872.15,32322.57,31887.1,34643.38,0,0
"P02794.1",16704.91,18676.18,103592,103175.3,9367.21,6492.802,103790.6,96248.37,18883.61,12207.77,0,0
"P04792",0,0,9903.274,10614.11,685.378,895.9892,8296.733,14223.2,2354.728,534.6354,0,0
"P05114",18223.08,29902.28,43291.95,54419.44,79683.67,8196.994,3630.769,1375.971,32702.84,30877.04,0,0
"P05388",34875.15,78940.51,100935.6,125261.1,10516.47,34960.75,11556.64,5047.224,29857.04,44449.98,0,0
"P05455",707966.2,751765.7,2978568,2563300,1064590,577095,566844.1,150629.8,3233763,2869388,0,0
"P05455.1",2333862,2951856,4636245,4012457,1807813,696658.2,2599286,656570.3,4003890,2865565,0,0
"P05455.2",281818.9,363217.9,402459.5,258989.7,245215.3,78076.95,306426.5,130607.9,282840.6,248478.7,0,0
"P05783",76578.8,72928.78,20694.86,24637.85,57741.89,79030.17,301610.6,371373.7,16687.92,8756.639,0,0
"P05783.1",7194.884,14425.12,49484.92,35132.72,22294.11,31946.04,60498.64,56212.7,38801.75,20718.17,0,0
"P05783.2",18.70315,1142.817,3235.188,1440.478,863.3471,1136.865,113563.3,105658,4204.008,4562.151,0,0
"P05783.3",0,0,433.9234,0,0,0,767.1716,1754.58,0,0,0,0
"P05787.4",19504.84,30001.07,29014.63,19159.9,30514.38,38424.77,100602.3,97019.36,23760.59,16929.18,0,0
"P05787.5",3000.969,1882.41,3138.13,5156.324,2676.962,1942.503,25808.3,37509.05,2441.365,3110.46,0,0
"P05787.6",0,0,3078.331,3116.465,522.4239,891.4485,71199.05,59616.4,1145.081,983.6077,0,0
"P05787.7",0,0,2884.213,1765.108,121.5491,704.5645,14470.29,14630.78,0,0,0,0
"P06239.2",32269.27,34285.19,5332.385,6266.441,1991.361,1994.329,110416.1,89026.55,27084.95,28307.81,0,0
"P06748",4235439,5883390,7966076,10453180,7838888,7820600,7452305,9826670,8280447,8337108,0,0
"P07355.8",40950.4,61927.83,93883.86,76610.15,132125.5,102940.2,777300.6,824860,445674.1,395678.6,0,0
"P07814",341972.7,467816.4,788795.2,919192.5,154784.4,230098.9,475363.2,429308.7,514975.7,498876.3,0,0
"P07900.1",3430.8,0.7027968,43995.95,44919.65,11336.59,3510.055,16069.49,12177.47,26977.32,31414.05,0,0
"P07900.2",154040.5,204277.8,435686.2,342858.3,224889.4,195711.8,309845.1,190086.6,322105,273718.7,0,0
"P07900.3",623389,834624.6,4360197,3983232,1954996,1860326,1618402,1573553,3223604,3194608,0,0
"P07900.4",3184802,3560760,26380030,25995630,11168640,8812885,9275606,7701331,21168090,15565270,0,0
"P07900.5",7633361,9737888,33434780,24902170,16572380,11783270,12182730,8302737,21017270,19684250,0,0
"P07910",560652.7,620229.3,2293092,2332715,1869194,2095059,300192.2,260913.9,2338674,2635783,0,0
"P07910.1",507439.5,489816.1,1291968,1792170,494465.2,555828.4,799407.6,787416.5,913415.2,1096956,0,0
"P07910.2",451163.8,313830.6,2435148,2988529,1976349,2198654,374091.6,465393.9,1530817,1345268,0,0
"P07910.3",39150.09,21526.86,109832.7,55920.9,27834.53,24816.97,28696.99,41061.1,43316.77,42720.35,0,0
"P07910.4",3970400,3298175,17518050,21122360,16617260,15450560,2772895,2460993,11182910,7683453,0,0
"P07910.5",972183.8,722752.2,907844.5,1042243,1176310,1459512,88674.28,90066.92,616730,779842.6,0,0
"P07910.6",1737904,1852449,8827615,9476415,1353542,1345014,6551097,7772741,3470650,3582295,0,0
"P08727",2452.873,1602.834,9193.168,5222.826,12429.46,5562.313,51468.91,43023.92,41572.68,29153.99,0,0
"P08729",0,0,0,0,0,0,6571.835,6033.96,0,0,0,0
"P11137",6661.262,6429.535,11326.72,7422.522,237626,218726,127194.2,123488.5,6201.504,5655.797,0,0
"P11274",40731.06,51515.89,26443.75,46396.66,118799.8,63721.5,50108.22,58887.35,74981.43,97591.47,0,0
"P11388",443473.1,404389.9,369273.7,378119.6,490990.1,271581.6,135589.7,80840.25,352849,294022.4,0,0
"P11388.1",203270.3,277960.1,599079.6,450538.8,383233.9,97138.23,94083.03,57990.99,682946.8,528290.3,0,0
"P11717",24096.74,22204.7,90398.19,136418.5,5084.149,4411.426,73354.62,82425.92,46300.3,54903.11,0,0
"P13646",0,0,0,0,0,0,29657.46,16825.12,0,844.4944,0,0
"P13693",274952.9,242358.3,13718.85,23856.21,28505.05,50958.74,235667.8,239311,211641,210936.5,0,0
"P13693.1",474402.1,456499.8,95312.56,179012.4,50488.07,80381.71,92755.52,139798.9,345653.4,352183.3,0,0
"P13861",461784.5,577129,760308.6,796370,352961.8,345502.7,419225.1,429383.4,638969.3,526748,0,0
"P13861.1",325725.4,336476.2,308715.2,379635.8,199417.9,324099.2,124684.1,101496.8,176049.7,215011.5,0,0
"P14618.2",3954.37,5347.309,3159.314,5333.523,23620.82,18312.15,79542.37,72829.36,62143.03,44297.59,0,0
"P14618.3",0,207.3631,374.5035,682.7719,161.9719,97.13827,2589.105,7389.984,564.6449,0,0,0
"P15056",7171.768,6606.193,5809.75,4939.824,4535.885,3937.617,32946,33257.31,12639.07,13565.44,0,0
"P15408",0,0,1134.908,1080.657,0,0,22913.25,28870.36,0,4999.994,0,0
"P15408.1",0,0,12952.67,3187.95,0,0,85839.77,116911.7,3655.015,2327.411,0,0
"P15924.1",4911.601,2806.612,9843.646,4635.03,2024.012,3381.903,91604.59,120311.2,1742.43,2081.127,0,0
"P15924.2",591429.2,592764.9,232614.2,359821.4,191350.1,152696.1,2239117,1916220,479523.8,521804.3,0,0
"P16144.3",88440.84,77917.41,244940.3,195106.7,445317.5,459185,525293.8,510777.1,347101.7,279133,0,0
"P16144.4",0,0,0,0,0,0,62805.05,65551.97,1424.756,0,0,0
"P16144.5",0,4896.133,3670.054,1468.021,732.9243,2370.306,332230.8,302461.9,7342.076,1893.133,0,0
"P16989",554959.4,338049.9,562235.6,820518.6,625083.7,727557.9,413376.4,410057.1,622186.1,845190.8,0,0
"P16989.1",678863.4,641978.2,857480.9,945922.9,1276126,1273060,1615513,1843491,1179460,996153.6,0,0
"P18583",66378.74,66916.23,53933.56,65103.73,44891.25,55829.24,24461.73,31535.05,89647.88,90143.81,0,0
"P18615",50115.61,79043.05,151445.2,113353.2,102626.5,61196.73,58986.97,46773.1,76539.34,44921.81,0,0
"P18754",27872.53,47841.25,103192.7,48663.45,87661.47,67622.24,357084.8,332850.8,103698.8,41285,0,0
"P18858",19340.04,16666.75,3898.959,12462.5,15913.19,7784.457,43298.11,47775.5,43451.05,36441.5,0,0
"P18887",159388.7,173938.5,511301.6,441137,289555,218541.5,196662.9,147790,519766.8,452283.6,0,0
"P18887.1",56535.1,77000.43,229952.8,181785.4,269464.5,190179.3,262156.6,257875.9,239744.2,189303.6,0,0
"P19338",145141,82939.65,124955.6,195168.1,117271.9,29053.85,26620.14,5462.714,159310.7,212134.6,0,0
"P19338.1",400242.7,508584.1,204669.6,289368.8,191765,205246.1,599198.3,779685.9,165251.8,173011.1,0,0
"P19338.2",462399.2,444457,1266867,1605077,450841.4,701550.3,378197.2,342261.2,676904.2,649417.4,0,0
"P19338.3",2376544,2142307,4847984,8918934,4966697,2872071,304207.7,287544.9,4167099,6652033,0,0
"P19338.4",1722235,1606285,3753557,4672543,3754865,3504915,150758.5,127194.4,2729403,3759831,0,0
"P22059",36738.32,33128.39,57825.13,78675.68,31833.35,34130.76,35232.84,28233.89,24099.87,29769.86,0,0
"P22059.1",21238.15,18111.61,17925,0,2271.311,6845.5,38997.62,52548.26,25756.51,21304.69,0,0
"P23193",153179.9,227521.4,1444157,918824.9,812183.6,718234,252748.2,241557.4,943205.4,725293,0,0
"P23588",0,0,598.219,0,138.5255,157.8909,18316.89,15676.57,1650.424,3415.992,0,0
"P24534",1350135,958197.5,1643104,2464942,849106.8,1088956,356038.5,385302,897956.6,836724.2,0,0
"P24534.1",8483340,8186189,10585980,13210390,5297217,4833625,2890453,2880951,4022117,4053413,0,0
"P25205",247331,179398.3,76765.12,168455.5,303911.4,144495.1,62139.93,26726.42,272775.1,231095.8,0,0
"P25205.1",469018.4,338164.7,200809.7,267432,208245.8,85955.26,76385.81,13437.72,260589.5,238193.3,0,0
"P27816",127798.1,149104.2,154653.6,121710.8,201749.3,263635.3,207102,183746.6,255518.8,208997.2,0,0
"P27816.1",23720.2,20789.83,21303.06,41391.73,20848.45,13604.9,505810,460887.6,16918.68,9304.831,0,0
"P27816.2",0,0,2222.186,697.2334,572.6354,0,41304.61,40751.84,0,0,0,0
"P27816.3",11399.46,2524.185,3160.48,4732.557,3894.056,2275.55,151840.5,146495.6,946.8919,8266.181,0,0
"P27816.4",19077.26,10816.42,115200.6,119402.3,72193.96,79950.97,264343.7,355154.3,68597.27,72526.7,0,0
"P27816.5",4129.352,13011.31,6698.673,19178.89,30304.98,16453.88,28528.59,22124.88,21327.13,22503.77,0,0
"P27824",616788.5,713280.4,1119241,1198452,1229998,611825.2,439742.5,249149.3,1544268,1309029,0,0
"P27824.1",31565.56,37209.56,13237.36,209345.3,21300.64,6371.045,4914.473,5872.851,85260.25,94313.19,0,0
"P27824.2",4060447,5007199,3941382,2974068,2781506,1908806,2547939,1767744,3158277,2757752,0,0
"P27824.3",3826676,3703033,3226507,5805938,1848379,643772,563334.5,37788.03,2882411,2669910,0,0
"P27824.4",246054.7,441951.5,626118.3,549479.4,480616.1,371605.7,200454.5,130893.7,764087.4,486895.5,0,0
"P28715",176167.4,213086.9,179642.6,152635.5,52470.66,43683.85,117556.6,111669.1,94331.51,67009.21,0,0
"P29692",13792170,15494870,20170970,20873710,7342679,7135717,7940322,9740658,13265870,11982880,0,0
"P29692.1",841178.9,723291.8,902708.9,1364000,467143.6,448820.7,383313.3,316488.9,587074.3,458044.3,0,0
"P29692.2",2503292,3220901,217686.1,238537.4,234720.5,120540.9,392463.8,396419.3,156432.5,188530.4,0,0
"P29692.3",485934.8,326139.4,185796.6,218722.6,82256.63,87760.06,157508.6,165668.8,91742.69,136861.9,0,0
"P29966",44076.88,26509.22,27923.4,30197.26,344199.6,279920.9,35758.47,38226.46,123595.3,107343.1,0,0
"P29966.1",148916.2,273603.7,235914.6,175528.3,312700.5,258545.8,324135,295185.7,273855.7,226203.8,0,0
"P29966.2",130175.7,159625.1,123200.2,95181.74,216090.2,171934.1,283124.6,258296.3,274570,198327.6,0,0
"P35269",13578,11311.95,0,10378.25,24900.09,25221.9,26593.86,24505.23,18205.48,29194.89,0,0
"P35269.1",752207.7,644657.3,556374.5,639529.8,275395.9,332221.2,68468.5,55310.66,230645.6,206993,0,0
"P35269.2",28347.18,114581.1,110059.1,118337.9,21648.33,11303.68,78435.5,74519.13,25620.28,8217.898,0,0
"P35579.1",421756.5,564596.3,281959,293828.5,347439.7,183244,203365.7,57759.74,236037.8,178718.6,0,0
"P35579.2",13616070,12593930,6667757,5566490,4945107,2131011,2878630,979648.2,4277805,3891351,0,0
"P35606",1498981,1901955,2185580,2194974,797720.7,614028.4,2114955,2481971,1671015,1350564,0,0
"P35611",153902.2,171517.1,358009.1,263089,359484.8,293583.2,158773.6,109668.5,438600.2,308518.7,0,0
"P35658",0,54.74679,0,915.2935,0,0,18751.55,20652.51,0,0,0,0
"P35659",21016.31,46781.48,165932.6,162365.5,55672.86,14871.96,23439.94,4457.009,120012.3,122328.5,0,0
"P35900",0,1623.464,111289.2,112316.3,2024.679,7892.079,4212302,4482128,6393.119,4396.569,0,0
"P35900.1",61998.16,80740.27,807624.4,921942.3,251981.3,217819.5,1791971,1746915,165133.7,170356,0,0
"P40222",2613.407,10938.55,28921.13,19522.06,16959.14,12317.78,23708.33,25341.52,15946.91,14637.9,0,0
"P40222.1",42494.14,43429.09,141395.1,96162.81,116913.9,105715.5,83185.79,98713.21,155480.6,109057.9,0,0
"P40818",60352.5,28220.93,13300.28,34840.77,24478.71,22515.59,174905.6,152959.9,52426.07,46466.27,0,0
"P41236",266657.1,160377.6,253811.6,372183.4,933486.5,1089739,72878.1,57187.69,330285.3,375615.4,0,0
"P41252",4174.343,2664,54368.59,44798.2,1892.645,1940.476,18033.96,18708.22,15227.14,6966.179,0,0
"P42166",338828.4,231324.6,939143,872470.4,1281167,1430936,1684739,1987174,1094084,969575.1,0,0
"P42166.1",10328.69,27582.86,215550,230448.5,51019.03,35585.51,144973.5,137380.9,159265.4,111956.6,0,0
"P42166.2",4073.88,2048.852,9569.193,5611.088,7105.171,0,35201.03,33950.06,3249.959,2762.216,0,0
"P42166.3",10719.54,26414.35,121474.7,95388.24,216349.3,162222.8,475305,429305.3,214272.2,160653.4,0,0
"P42566",16996.78,16585.28,22104.82,20534.63,981.7558,565.4694,48862.82,55188.54,6162.936,6918.956,0,0
"P46013",0,0,1827.947,17.66023,6738.526,636.616,11731.74,12524.65,1633.228,1342.479,0,0
"P46087",30781.89,53077.01,8616.616,5003.625,60476.65,52301.74,34634.63,27130.36,18333.28,14131.63,0,0
"P46100",63788.53,53142.53,24999.22,31836.16,90900.35,57640.55,88157.66,41029.06,19926.41,117134.5,0,0
"P46379",872557.4,1090183,1276015,926414.9,1528946,1435570,1569640,1501735,1048758,921769.4,0,0
"P46937",21297.21,62394.61,28486.93,21384.7,35873.74,55357.78,250777.4,290620.8,95979.52,47888.77,0,0
"P46939",0,0,0,0,983.1201,996.1789,1730.384,446.729,0,0,0,0
"P47712",6243.229,5655.548,9690.519,7497.014,16372.3,1487.806,8383.32,8094.761,8518.038,5759.525,0,0
"P48553",0,0,2486.578,0,0,0,23242.5,24415.68,0,0,0,0
"P48634",50109.11,74595.75,80070.12,65025.78,56649.94,9658.919,36575.14,3186.651,43928.38,24328.94,0,0
"P48634.1",196658,138854.8,313298.9,513455.1,850899.6,291006.5,20832.47,6488.48,252102.3,265269.2,0,0
"P49006",105609.9,67299.07,103807.8,72823.88,356471,242172.7,45382.91,43559.58,86550.39,150108.5,0,0
"P49006.1",773623.2,844928,550407.1,702543.4,5684361,3627262,325848.9,336935.2,1011210,1461933,0,0
"P49006.2",10863.86,28297.54,13971.12,8290.743,215425.6,219154.6,70356.34,70119.91,44966.61,61162.7,0,0
"P49006.3",713.084,1956.278,1670.864,319.9647,66533,60558.31,6975.626,4035.045,23209.72,14575.61,0,0
